date,open,high,low,close,volume
2016-03-01,103.450000,105.790000,103.160000,105.790000,37699779
2016-03-02,105.630000,105.850000,105.010000,105.830000,29209756
2016-03-03,105.710000,105.750000,104.870000,105.630000,25474625
2016-03-04,105.760000,106.350000,104.970000,105.670000,31655424
2016-03-07,105.120000,105.740000,104.270000,105.020000,25861160
2016-03-08,104.300000,105.213800,103.970000,104.150000,28898525
2016-03-09,104.550000,104.840000,103.960000,104.820000,31047351
2016-03-10,105.280000,105.860000,103.310000,104.660000,44997649
2016-03-11,105.800000,106.490000,105.460000,106.490000,31453958
2016-03-14,106.080000,106.920000,106.060000,106.670000,25374912
2016-03-15,106.301100,106.750000,105.950000,106.630000,26524632
2016-03-16,106.370000,107.860000,106.340000,107.580000,31693050
2016-03-17,107.260000,107.770000,106.870000,107.520000,29623740
2016-03-18,107.460000,107.635000,106.800000,107.370000,37682293
2016-03-21,107.160000,107.890000,107.120000,107.790000,17288559
2016-03-22,107.180000,108.370000,107.160000,108.120000,18840278
2016-03-23,107.910000,107.990000,106.990000,107.230000,20912873
2016-03-24,106.680000,107.290000,106.530000,107.260000,19017258
2016-03-28,107.570000,107.580000,106.920000,107.110000,13892303
2016-03-29,106.930000,108.900000,106.730000,108.830000,29963923
2016-03-30,109.470000,110.040000,109.130000,109.360000,23807235
2016-03-31,109.300000,109.690000,109.030000,109.200000,21447236
2016-04-01,108.580000,110.400000,108.390000,110.360000,26389045
2016-04-04,110.310000,110.435000,109.680000,109.940000,17162988
2016-04-05,109.080000,109.500000,108.740000,108.880000,20107915
2016-04-06,109.000000,110.710000,108.990000,110.670000,25056031
2016-04-07,110.045000,110.225000,108.610000,109.080000,28567202
2016-04-08,109.770000,110.020000,108.615000,109.000000,22897951
2016-04-11,109.480000,110.020000,108.585000,108.600000,25772058
2016-04-12,108.660000,109.720000,108.015000,109.510000,28564087
2016-04-13,110.320000,111.080000,110.210000,110.910000,25356728
2016-04-14,110.910000,111.330000,110.000000,110.920000,17199671
2016-04-15,110.830000,111.055000,110.360000,110.640000,21353343
2016-04-18,110.310000,111.265000,110.250000,111.230000,17126086
2016-04-19,111.430000,111.440000,109.880000,110.550000,42481435
2016-04-20,110.540000,111.150000,110.170000,110.640000,18078307
2016-04-21,110.580000,111.050000,110.150000,110.650000,20215983
2016-04-22,109.230000,109.720000,108.120000,108.980000,39073996
2016-04-25,108.620000,108.990000,108.450000,108.980000,14351890
2016-04-26,109.200000,109.390000,108.120000,108.450000,19118334
2016-04-27,107.330000,107.830000,106.690000,107.580000,33059790
2016-04-28,107.700000,108.333500,106.070500,106.280000,29818155
2016-04-29,106.210000,106.495000,104.880000,105.720000,67502786
2016-05-02,105.970000,106.870000,105.552500,106.720000,24813813
2016-05-03,105.950000,106.439900,105.450000,105.730000,38569433
2016-05-04,105.120000,105.481100,104.790200,105.050000,27474504
2016-05-05,105.430000,105.660000,104.810000,105.020000,20788119
2016-05-06,104.510000,105.600000,104.400000,105.580000,30758516
2016-05-09,105.595000,106.370000,105.540000,105.880000,19289615
2016-05-10,106.260000,107.380000,106.070000,107.330000,21178851
2016-05-11,107.160000,107.490000,106.330000,106.360000,20966257
2016-05-12,106.670000,106.735000,105.140000,105.890000,29196323
2016-05-13,105.850000,106.449000,105.290000,105.500000,21059255
2016-05-16,105.665000,107.210000,105.560000,106.820000,18311860
2016-05-17,106.740000,107.040000,105.200000,105.480000,29932711
2016-05-18,105.300000,106.430000,105.040000,105.860000,28177911
2016-05-19,105.440000,105.705000,104.540000,105.310000,27334610
2016-05-20,105.730000,106.900000,105.670000,106.470000,29549578
2016-05-23,106.550000,106.970000,106.230000,106.330000,15729764
2016-05-24,106.910000,108.590000,106.885000,108.460000,29931309
2016-05-25,108.860000,109.570000,108.684000,109.240000,38464750
2016-05-26,109.350000,109.700000,109.090000,109.560000,21885871
2016-05-27,109.650000,110.140000,109.610000,110.130000,19870010
2016-05-31,110.270000,110.510000,109.783700,110.340000,24366106
2016-06-01,110.000000,110.600000,109.910000,110.350000,19571528
2016-06-02,110.130000,110.590000,109.530000,110.580000,15696618
2016-06-03,110.365000,110.420000,109.340000,110.060000,20269923
2016-06-06,110.250000,110.750000,110.070000,110.460000,12502365
2016-06-07,110.540000,110.630000,110.130000,110.180000,12184296
2016-06-08,110.370000,110.600000,109.960000,110.370000,14568699
2016-06-09,109.930000,110.310000,109.710000,110.190000,17571631
2016-06-10,109.190000,109.400000,108.560000,108.940000,32965003
2016-06-13,108.345000,108.930000,107.890000,108.030000,25412177
2016-06-14,107.780000,108.415000,107.240000,108.030000,24588506
2016-06-15,108.320000,108.440000,107.540000,107.720000,24605701
2016-06-16,107.170000,108.140000,106.500000,108.040000,32079929
2016-06-17,107.550000,107.681900,106.240000,106.490000,29208832
2016-06-20,107.750000,108.240000,107.080000,107.160000,20562769
2016-06-21,107.310000,107.715000,107.100000,107.500000,22804112
2016-06-22,107.560000,108.190000,107.150000,107.240000,22724174
2016-06-23,108.090000,108.790000,107.620000,108.770000,18714227
2016-06-24,104.780000,106.500000,104.060000,104.290000,68012733
2016-06-27,103.590000,103.600000,101.750000,102.220000,50044303
2016-06-28,103.330000,104.510000,103.300000,104.460000,28260604
2016-06-29,105.260000,106.530000,105.231000,106.310000,31356723
2016-06-30,106.520000,107.610000,106.130000,107.540000,36300819
2016-07-01,107.480000,108.480000,107.450000,108.080000,19902803
2016-07-05,107.580000,107.660000,106.840000,107.420000,21167903
2016-07-06,106.910000,108.350000,106.570000,108.300000,24579270
2016-07-07,108.400000,108.860000,108.110000,108.620000,19161748
2016-07-08,109.200000,110.360000,109.020000,110.300000,29457871
2016-07-11,110.670000,111.335000,110.660000,110.930000,20218504
2016-07-12,111.610000,111.790000,111.340000,111.490000,21906145
2016-07-13,111.750000,111.820000,111.210000,111.220000,21107762
2016-07-14,111.960000,112.190000,111.700000,111.980000,20870986
2016-07-15,112.240000,112.300000,111.550000,111.800000,17999312
2016-07-18,111.870000,112.740000,111.850000,112.540000,20713924
2016-07-19,112.150000,112.480000,111.930000,112.130000,18936702
2016-07-20,112.735000,113.650000,112.600000,113.440000,24997929
2016-07-21,113.520000,113.740000,112.870000,113.180000,18885367
2016-07-22,113.260000,113.780000,112.911000,113.650000,20003363
2016-07-25,113.560000,113.690000,113.280000,113.660000,12968085
2016-07-26,113.620000,114.200000,113.220000,113.790000,21223845
2016-07-27,114.750000,114.880000,114.100000,114.580000,27646113
2016-07-28,114.750000,115.110000,114.400000,114.980000,16939662
2016-07-29,115.200000,115.540000,114.870000,115.230000,22385320
2016-08-01,115.310000,118.779900,115.170000,115.840000,13990077
2016-08-02,115.670000,115.770000,114.220000,114.960000,21278383
2016-08-03,114.870000,115.350000,114.800500,115.340000,15011273
2016-08-04,115.300000,115.780000,115.030000,115.670000,12835296
2016-08-05,116.260000,117.040000,116.130000,116.780000,23196570
2016-08-08,116.840000,116.870000,116.280000,116.650000,12358181
2016-08-09,116.740000,117.290000,116.670000,116.920000,13276458
2016-08-10,116.990000,117.020000,116.310000,116.620000,14688405
2016-08-11,117.015000,117.370000,116.780000,117.120000,12969799
2016-08-12,116.920000,117.210000,116.790000,117.200000,19379036
2016-08-15,117.350000,117.970000,117.310000,117.700000,11777762
2016-08-16,117.480000,117.490000,117.030000,117.050000,14161446
2016-08-17,117.080000,117.300000,116.430000,117.260000,15980334
2016-08-18,117.150000,117.460000,116.945000,117.290000,10036285
2016-08-19,117.080000,117.520000,116.760000,117.260000,18742961
2016-08-22,117.090000,117.550000,116.870000,117.350000,14500622
2016-08-23,117.810000,118.009500,117.510000,117.560000,11997927
2016-08-24,117.480000,117.640000,116.410000,116.800000,17728656
2016-08-25,116.495000,116.970000,116.360000,116.610000,24266264
2016-08-26,116.650000,117.540000,116.080000,116.780000,23895963
2016-08-29,116.810000,117.251000,116.790000,116.940000,11184872
2016-08-30,116.750000,117.090000,116.160000,116.560000,19843301
2016-08-31,116.380000,116.560000,115.950000,116.440000,16169794
2016-09-01,116.480000,116.880000,115.910000,116.740000,20944727
2016-09-02,117.320000,117.560000,116.680000,117.120000,18088215
2016-09-06,117.320000,117.850000,117.060000,117.850000,18525231
2016-09-07,117.960000,118.120000,117.470000,117.920000,17546872
2016-09-08,117.570000,117.600000,116.920000,117.230000,20125319
2016-09-09,116.250000,116.510000,114.260000,114.280000,50813287
2016-09-12,113.640000,116.490000,113.630000,116.330000,39645960
2016-09-13,115.750000,116.090000,114.730000,115.290000,45863935
2016-09-14,115.410000,116.470000,115.380000,115.840000,28221762
2016-09-15,115.870000,117.815000,115.860000,117.640000,39466531
2016-09-16,117.240000,117.412000,116.710000,117.290000,27596527
2016-09-19,117.590000,117.950000,116.550000,116.780000,16222870
2016-09-20,117.200000,117.480000,116.800000,117.000000,18078584
2016-09-21,117.500000,118.320000,116.810000,118.150000,31546776
2016-09-22,118.840000,119.220000,118.717700,119.090000,22614422
2016-09-23,119.000000,119.000000,118.160000,118.330000,22213394
2016-09-26,117.660000,117.800000,117.170000,117.340000,16403881
2016-09-27,117.260000,118.555200,117.150000,118.500000,20238432
2016-09-28,118.650000,118.770000,118.090000,118.700000,14794330
2016-09-29,118.500000,118.720000,117.333800,117.840000,27207499
2016-09-30,118.150000,119.070000,118.030000,118.720000,25543200
2016-10-03,118.570000,118.700000,118.090000,118.550000,19216438
2016-10-04,118.900000,119.160000,117.920000,118.370000,21239742
2016-10-05,118.720000,119.170000,118.670000,118.790000,14481285
2016-10-06,118.640000,118.981000,118.150000,118.730000,11987056
2016-10-07,118.840000,119.010000,117.890000,118.470000,19984158
2016-10-10,119.080000,119.480000,119.030000,119.220000,19687341
2016-10-11,119.120000,119.140000,117.000000,117.520000,27774426
2016-10-12,117.630000,117.820000,117.060000,117.420000,14267824
2016-10-13,116.620000,117.320000,115.940000,117.000000,22821011
2016-10-14,117.580000,118.050000,117.070000,117.140000,21313321
2016-10-17,117.040000,117.300000,116.672000,116.820000,14182694
2016-10-18,118.210000,118.410000,117.800000,117.860000,19276656
2016-10-19,117.730000,118.020000,117.640000,117.850000,13702918
2016-10-20,117.730000,117.970000,117.030000,117.710000,18132245
2016-10-21,117.800000,118.220000,117.410000,118.150000,15707804
2016-10-24,118.910000,119.650000,118.891800,119.570000,19142985
2016-10-25,119.640000,119.660000,119.010000,119.190000,20341835
2016-10-26,118.420000,119.030000,118.030000,118.380000,20463696
2016-10-27,118.890000,118.990000,117.670000,117.840000,19099790
2016-10-28,117.500000,118.110000,116.740000,117.100000,35369254
2016-10-31,117.530000,117.530000,116.930000,116.990000,18749357
2016-11-01,117.190000,117.210000,115.104700,116.110000,23498712
2016-11-02,116.030000,116.300000,114.890000,115.180000,26960093
2016-11-03,114.990000,115.370000,113.920000,114.050000,36205193
2016-11-04,113.770000,114.540000,113.450000,113.650000,26997454
2016-11-07,115.490000,116.470000,115.300000,116.350000,26591245
2016-11-08,116.230000,117.640000,115.960000,117.110000,20777919
2016-11-09,115.740000,117.840000,115.600000,117.650000,70234393
2016-11-10,118.220000,118.380000,114.195000,115.750000,72825446
2016-11-11,115.250000,116.050000,114.840000,115.800000,41115166
2016-11-14,115.830000,115.940000,114.030000,114.630000,35905979
2016-11-15,115.500000,116.620000,115.330000,116.220000,31796602
2016-11-16,115.690000,116.993200,115.670000,116.910000,16538132
2016-11-17,116.850000,117.780000,116.610000,117.760000,20598553
2016-11-18,117.900000,118.100000,117.210000,117.320000,16428659
2016-11-21,117.610000,118.650000,117.570000,118.540000,20268547
2016-11-22,119.010000,119.190000,118.610000,118.900000,18850641
2016-11-23,118.510000,118.640000,117.900000,118.420000,22925954
2016-11-25,118.560000,118.850000,118.420000,118.800000,7162785
2016-11-28,118.650000,119.080000,118.410100,118.530000,13479045
2016-11-29,118.640000,119.510000,118.300000,118.940000,18552957
2016-11-30,119.090000,119.133500,117.460000,117.500000,30405342
2016-12-01,117.460000,117.470000,115.290000,115.470000,39796590
2016-12-02,115.540000,116.160000,115.220000,115.700000,32876845
2016-12-05,116.300000,117.060000,115.770000,116.600000,21419667
2016-12-06,116.930000,117.080000,116.390000,116.880000,27293348
2016-12-07,116.620000,118.510000,116.291900,118.360000,26622442
2016-12-08,118.440000,118.870000,118.180000,118.570000,18578433
2016-12-09,119.010000,119.540200,119.000000,119.500000,21863133
2016-12-12,118.970000,119.210000,118.470000,118.960000,23259310
2016-12-13,119.320000,121.110000,119.320000,120.460000,54477889
2016-12-14,120.610000,121.000000,119.860000,120.210000,28745991
2016-12-15,120.360000,121.110000,120.080000,120.400000,22762305
2016-12-16,120.340000,120.581700,119.360000,119.600000,26283907
2016-12-19,119.720000,120.830000,119.550000,120.090000,21138658
2016-12-20,120.470000,120.770000,120.330000,120.550000,11461799
2016-12-21,120.600000,120.680000,120.190000,120.460000,7079300
2016-12-22,120.470000,120.500000,119.650000,120.120000,16644996
2016-12-23,119.920000,120.250000,119.810000,120.200000,9007470
2016-12-27,120.460000,121.520000,120.410000,120.820000,16110554
2016-12-28,121.080000,121.190000,119.795000,119.880000,17975235
2016-12-29,119.850000,120.130000,119.330000,119.710000,13267519
2016-12-30,119.940000,119.950000,118.140000,118.480000,41749028
2017-01-03,119.270000,119.990000,118.890000,119.540000,22307608
2017-01-04,119.670000,120.410000,119.656100,120.190000,19749074
2017-01-05,120.100000,120.950000,120.100000,120.870000,20644254
2017-01-06,121.000000,122.250000,120.685000,121.930000,24074305
2017-01-09,122.030000,122.550000,121.950000,122.330000,18909234
2017-01-10,122.380000,122.970000,122.100000,122.600000,16176631
2017-01-11,122.650000,122.930000,122.020000,122.930000,20685983
2017-01-12,122.490000,122.819000,121.600000,122.740000,19622511
2017-01-13,122.800000,123.370000,122.800000,123.160000,16930803
2017-01-17,122.840000,123.030000,122.434200,122.790000,14538484
2017-01-18,122.970000,123.160000,122.660000,123.040000,12499663
2017-01-19,123.220000,123.650000,122.720000,122.980000,12710659
2017-01-20,123.520000,123.830000,122.920000,123.250000,22091039
2017-01-23,123.170000,123.530000,122.570000,123.350000,17434167
2017-01-24,123.590000,124.370000,123.384700,124.180000,17640869
2017-01-25,124.960000,125.460000,124.850000,125.430000,15036221
2017-01-26,125.600000,125.820000,125.343800,125.560000,16052150
2017-01-27,125.830000,125.921100,125.390000,125.800000,15052983
2017-01-30,125.380000,125.380000,124.130000,124.820000,25006715
2017-01-31,124.380000,124.600000,123.850000,124.570000,19091133
2017-02-01,125.450000,125.680000,124.860000,125.430000,22861876
2017-02-02,125.210000,125.700000,124.860000,125.320000,15101363
2017-02-03,125.450000,125.810000,125.330000,125.680000,16957154
2017-02-06,125.470000,125.850000,125.350000,125.830000,11630139
2017-02-07,126.090000,126.550000,125.970000,126.290000,17541101
2017-02-08,126.120000,126.680000,125.880000,126.500000,12569147
2017-02-09,126.630000,127.240000,126.560000,126.960000,17542726
2017-02-10,127.240000,127.560000,127.020000,127.380000,13915697
2017-02-13,127.770000,128.260000,127.719900,128.100000,19120150
2017-02-14,128.130000,128.535000,127.740000,128.530000,16333480
2017-02-15,128.440000,129.350000,128.370000,129.290000,17891355
2017-02-16,129.370000,129.630000,128.920000,129.250000,15098286
2017-02-17,129.060000,129.820000,129.040000,129.810000,15563730
2017-02-21,130.060000,130.530000,129.990000,130.450000,18479628
2017-02-22,130.330000,130.590000,130.111000,130.500000,12110876
2017-02-23,130.700000,130.700000,129.490000,130.010000,17489023
2017-02-24,129.420000,130.260000,129.380000,130.260000,18624489
2017-02-27,130.020000,130.430000,129.800000,130.420000,12008672
2017-02-28,130.390000,130.450000,129.660000,130.020000,16598581
2017-03-01,130.850000,131.680000,130.600000,131.440000,25813827
2017-03-02,131.410000,131.430000,130.620000,130.780000,19951386
2017-03-03,130.690000,131.060000,130.341000,131.020000,13722749
2017-03-06,130.590000,130.950000,130.210000,130.730000,12026151
2017-03-07,130.470000,131.080000,130.280000,130.510000,15500945
2017-03-08,130.590000,131.150000,130.460000,130.740000,15776027
2017-03-09,130.710000,131.020000,130.140000,130.840000,20855253
2017-03-10,131.440000,131.600000,130.820000,131.390000,21922601
